slug,name,is_public,area,category,db_place_id,db_address,db_phone,db_lat,db_lng,kakao_place_id,kakao_name,kakao_road_address,kakao_address,kakao_phone,kakao_lat,kakao_lng,address_status,coordinate_status,phone_status,trust_source_count,trust_source_status,recommended_action,priority,notes
postoffice-gijang-gamasot-saengbok,가마솥생복집,true,기장,해산물,8732558,부산광역시 기장군 기장읍 차성로 327-2,051-722-2995,35.2469225175914,129.213417098984,8732558,가마솥생복집,부산 기장군 기장읍 차성로 327-2,부산 기장군 기장읍 동부리 117-10,051-722-2995,35.2469225175914,129.213417098984,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-gijang-haenyeo-jossi-halmaejip,해녀조씨할매집,true,기장,해산물,19736636,부산광역시 기장군 기장읍 연화1길 187,051-721-2972,35.2183389825916,129.227556761787,19736636,해녀조씨할매집,부산 기장군 기장읍 연화1길 187,부산 기장군 기장읍 연화리 140,051-721-2972,35.2183389825916,129.227556761787,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-gijang-hanyang-hoetjip,한양횟집,true,기장,회,13092015,부산광역시 기장군 일광읍 문오성길 165-1,051-727-1773,35.2866511793965,129.257658280746,13092015,한양횟집,부산 기장군 일광읍 문오성길 165-1,부산 기장군 일광읍 동백리 234-7,,35.2866511793965,129.257658280746,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-gwangalli-geumgang-bokagu,금강 복아구전문점,true,광안리,해산물,638676502,부산광역시 수영구 남천동로9번길 62,051-623-1193,35.1451902896209,129.111588995976,638676502,금강복아구전문점,부산 수영구 남천동로9번길 62,부산 수영구 남천동 9-9,,35.1451902896209,129.111588995976,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-haeundae-banggalo-kkeutjip,방갈로끝집,true,해운대,해산물,18424364,부산광역시 해운대구 청사포로128번길 66,051-704-1198,35.1600456059009,129.189092026283,18424364,방갈로끝집,부산 해운대구 청사포로128번길 66,부산 해운대구 중동 612,051-704-1198,35.1600456059009,129.189092026283,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-haeundae-bian-rian,비안리안,true,해운대,중식,1980103217,"부산광역시 해운대구 재반로 96-17, 1층",010-4044-3152,35.187048998635,129.126094220352,1980103217,비안리안,부산 해운대구 재반로 96-17,부산 해운대구 재송동 1125-2,051-784-7151,35.187048998635,129.126094220352,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-haeundae-haseonjip,해운대 하선집,true,해운대,고기,1267052758,"부산광역시 해운대구 좌동순환로 395, 1층",0507-1340-1139,35.1621850591015,129.177337696479,1267052758,해운대하선집 숯불돼지갈비전문점,부산 해운대구 좌동순환로 395,부산 해운대구 중동 1521-3,051-704-1139,35.162185059101525,129.17733769647893,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-haeundae-songjeong-hoetjip,송정횟집,true,해운대,회,1300768661,부산광역시 해운대구 송정중앙로33번길 10,0507-1495-1085,35.1826832201469,129.204425715884,1300768661,송정횟집,부산 해운대구 송정중앙로33번길 10,부산 해운대구 송정동 203-8,051-701-1005,35.1826832201469,129.204425715884,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-nampodong-doenjang-hansang,된장한상,true,남포동,한식,715154557,부산광역시 중구 대청로141번길 17,051-442-3006,35.1043462714426,129.035055842391,715154557,된장한상,부산 중구 대청로141번길 17,부산 중구 중앙동4가 37-34,051-442-3006,35.1043462714426,129.035055842391,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-saha-haeju-naengmyeon,해주냉면,true,기타,밀면,21295360,부산광역시 사하구 낙동대로324번길 5,051-291-4841,35.1006494109164,128.981723291788,21295360,해주냉면,부산 사하구 낙동대로324번길 5,부산 사하구 괴정동 1104-9,051-291-4841,35.1006494109164,128.981723291788,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-saha-hwaban,화반,true,기타,한식,1568379577,부산광역시 사하구 낙동대로 516번길 55,0507-1303-8727,35.1133502174751,128.965707216297,1568379577,화반 3호점,부산 사하구 낙동대로516번길 55,부산 사하구 하단동 816-3,051-203-8727,35.1133502174751,128.965707216297,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-saha-namhae-boribap,남해영양보리밥,true,기타,한식,1263759699,부산광역시 사하구 제석로18번길 70,051-206-6336,35.1024776038926,128.97462005737,1263759699,남해영양보리밥,부산 사하구 제석로18번길 70,부산 사하구 당리동 326-12,051-206-6336,35.10247760389261,128.9746200573697,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-sasang-bapjitneun-bueok,밥짓는부엌 한식뷔페,true,사상,한식,1010027728,부산광역시 사상구 학감대로 222번길 67,051-311-7469,35.1511951787102,128.99334587443,1010027728,밥짓는부엌,부산 사상구 학감대로222번길 67,부산 사상구 주례동 689-12,051-311-7469,35.1511951787102,128.99334587443,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-sasang-sunpung-samgyetang,순풍삼계탕,true,사상,한식,16669936,부산광역시 사상구 사상로181번길 33,051-324-6622,35.1597563884913,128.985443217797,16669936,순풍삼계탕,부산 사상구 사상로181번길 35,부산 사상구 괘법동 556-3,051-324-6622,35.1597563884913,128.985443217797,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-sasang-suyeonine,수연이네,true,사상,해산물,1264144799,부산광역시 사상구 학장로 318-1,051-316-2788,35.14882331183,128.999958963767,1264144799,수연이네,부산 사상구 학장로 318,부산 사상구 주례동 1162-41,051-316-2788,35.14882331183005,128.99995896376655,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-suyeong-hwangnyeongsan-bossam,황령산 보쌈,true,광안리,고기,10966906,부산광역시 수영구 황령산로8,051-627-1321,35.1476458170528,129.109578830709,10966906,황령산보쌈,부산 수영구 황령산로 8,부산 수영구 남천동 48-18,051-627-1321,35.147645817052805,129.10957883070878,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-suyeong-soba-jaewuujae,소바재우재,true,광안리,일식,1280383204,"부산광역시 수영구 광남로 4-1, 1층",0507-1312-8952,35.1434784200677,129.109553529647,1280383204,소바재우재,부산 수영구 광남로 4-1,부산 수영구 남천동 12-12,,35.1434784200677,129.109553529647,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-yeongdo-bongnae-hwaro,봉래화로,true,영도,고기,1972140778,"부산광역시 영도구 대교로 1, 101호",0507-1416-7930,35.0926737511788,129.044243249941,1972140778,봉래화로,부산 영도구 대교로 1,부산 영도구 봉래동3가 24,,35.0926737511788,129.044243249941,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-yeongdo-uri-imojip,우리이모집,true,영도,해산물,27388472,부산광역시 영도구 감지해변길 92,010-5025-3134,35.0611732849226,129.077426998546,27388472,우리이모집,부산 영도구 감지해변길 96,부산 영도구 동삼동 1035-18,010-5025-3134,35.06117328492256,129.0774269985458,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-yeonje-keunbawi-hoetjip,큰바위횟집,true,연제,회,8567679,부산광역시 연제구 법원로32번길19 다성빌딩 1층,0507-1395-1617,35.1912816082275,129.075259342139,8567679,큰바위횟집,부산 연제구 법원로32번길 19,부산 연제구 거제동 1488-5,051-505-4773,35.19128160822747,129.07525934213896,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-yeonje-manpojang-hoe,만포장회전문점,true,연제,회,9767286,부산광역시 연제구 법원북로3번길 15,051-503-6865,35.1938861235327,129.067296397956,9767286,만포장회전문점,부산 연제구 법원북로3번길 15,부산 연제구 거제동 1476-7,051-503-6865,35.193886123532714,129.06729639795645,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
postoffice-yeonje-palpal-jangeo,팔팔연제장어,true,연제,해산물,91948145,부산광역시 연제구 황새알로 21-1,051-507-5244,35.1940969366645,129.074936860493,91948145,팔팔연제장어,부산 연제구 황새알로 21-1,부산 연제구 거제동 340-10,051-507-5244,35.1940969366645,129.074936860493,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
pungja-namgu-hapcheon-gukbap,합천국밥집,true,남구,돼지국밥,1420643780,부산 남구 용호로 235,,35.1258388,129.1108246,1420643780,합천국밥집,부산 남구 용호로 237,부산 남구 용호동 554-4,051-622-4898,35.11111690099411,129.11131791457325,ADDRESS_MISMATCH,COORDINATE_MISMATCH,PHONE_BACKFILL_READY,0,BROADCAST_SOURCE_MISSING,ADDRESS_FIX_REVIEW,P0,dist=1635m
pungja-nampo-milyangjib,밀양집,true,남포동,돼지국밥,10377715,부산 중구 중구로47번길 35,051-245-5137,35.1022709,129.0265335,20534752,밀양집,부산 중구 중구로47번길 35,부산 중구 부평동2가 12-7,051-245-5137,35.102185321476824,129.025962053168,EXACT_CURRENT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,Kakao 검색 id≠db_place_id(이름매칭) / dist=52m
saengbang-gwangalli-sanhae-hoejip,산해횟집,true,광안리,회,20554112,부산 수영구 광안해변로344번길 17-20 풍경타워 8층,0507-1389-7718,35.1551,129.1189,20554112,산해횟집,부산 수영구 광안해변로344번길 17-20,부산 수영구 민락동 110-50,051-752-8294,35.15499650870459,129.13165769451794,SAME_PLACE_ADDRESS_VARIANT,COORDINATE_MISMATCH,,0,BROADCAST_SOURCE_MISSING,COORDINATE_FIX_REVIEW,P0,dist=1133m
saengdal-bukgu-shunsaikubo,슌사이쿠보 화명,true,기타,아시안,1645649718,부산 북구 양달로4번길 17 금샘빌딩 1층,0507-1315-2959,35.2409591,129.0145566,1645649718,슌사이쿠보,부산 북구 양달로4번길 17,부산 북구 화명동 194,051-365-2959,35.24092217745683,129.0146581356751,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=10m
saengdal-centum-bulbaek-gosurak,불백고수락 센텀본점,true,해운대,한식,987828015,부산 해운대구 센텀중앙로 90 205호,0507-1354-7574,35.1754435363346,129.126430643978,987828015,불백고수락 센텀본점,부산 해운대구 센텀중앙로 90,부산 해운대구 재송동 1212,051-781-7574,35.1754435363346,129.126430643978,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=0m
saengdal-geumjeong-songs-bakery,송스 베이커리,true,기타,베이커리/디저트,1678402588,부산 금정구 수림로 26,051-518-0303,35.2392341,129.0804266,1678402588,송스베이커리,부산 금정구 수림로 26,부산 금정구 부곡동 65-15,051-518-0303,35.2399910994005,129.089787360636,EXACT_CURRENT,COORDINATE_MISMATCH,,0,BROADCAST_SOURCE_MISSING,COORDINATE_FIX_REVIEW,P0,dist=835m
saengdal-gijang-ilgwangdang,일광당,true,기장,베이커리/디저트,14723726,부산 기장군 일광읍 일광로 125-1,051-724-0039,35.2665874736785,129.235227867827,14723726,일광당,부산 기장군 일광읍 일광로 125-1,부산 기장군 일광읍 이천리 836-5,051-724-0039,35.2665874736785,129.235227867827,EXACT_CURRENT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=0m
saengdal-gijang-jeil-bunsik,제일분식,true,기장,분식/길거리,10088181,부산 기장군 장안읍 좌천로 38,051-727-0132,35.3147265,129.2431837,10088181,제일분식,부산 기장군 장안읍 좌천로 38,부산 기장군 장안읍 좌천리 213-9,051-727-0132,35.3115576896283,129.243140127124,EXACT_CURRENT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=352m
saengdal-gwangalli-baegil-pyeongnaeng,백일평냉,true,광안리,한식,1174747976,부산 수영구 남천바다로10번길 29 1층,051-625-5515,35.148556,129.111645,1174747976,백일평냉,부산 수영구 남천바다로10번길 29,부산 수영구 남천동 35-7,051-625-5515,35.1485560183374,129.111645254415,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,2,,NO_ACTION,P3,dist=0m
saengdal-gwangalli-boulangerie-lassence,블랑제리 라센,true,광안리,카페/베이커리,748130607,부산 수영구 남천바다로9번길 8,,35.1503526995148,129.112122886199,748130607,블랑제리라센,부산 수영구 남천바다로9번길 8,부산 수영구 광안동 188-9,051-710-1417,35.150352699514755,129.11212288619896,EXACT_CURRENT,EXACT_CURRENT,PHONE_BACKFILL_READY,0,BROADCAST_SOURCE_MISSING,PHONE_BACKFILL,P2,dist=0m
saengdal-gwangalli-jin-doejigomtang,진돼지곰탕,true,광안리,돼지국밥,1398392170,"부산 수영구 광안해변로284번길 4, 2층 201호",0507-1468-1634,35.1546338,129.1252248,1398392170,진돼지곰탕,부산 수영구 광안해변로284번길 4,부산 수영구 민락동 181-70,051-711-1633,35.1557271181458,129.124747573779,SAME_PLACE_ADDRESS_VARIANT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=129m
saengdal-haeundae-amisan,아미산,true,해운대,중식,7991031,부산 해운대구 해운대해변로 154 마리나센터 8층,0507-1359-0141,35.1581308,129.1485079,7991031,아미산 중식당 해운대,부산 해운대구 해운대해변로 154,부산 해운대구 우동 1434-1,051-747-0131,35.1579443132141,129.148629527671,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=23m
saengdal-haeundae-missaem-ssalbbang,미쌤쌀빵,true,해운대,베이커리/디저트,930661152,"부산 해운대구 센텀중앙로 145, 1층",051-743-6778,35.1791315,129.1225899,930661152,미쌤쌀빵,부산 해운대구 센텀중앙로 145,부산 해운대구 재송동 1200,051-743-6778,35.180736833014926,129.12062727234303,SAME_PLACE_ADDRESS_VARIANT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=249m
saengdal-jeonpo-toda-park,토다공원,true,서면,일식,536870603,부산 부산진구 전포대로210번길 36 1층,051-808-7736,35.1553485785214,129.067478259407,536870603,토다공원,부산 부산진구 전포대로210번길 36,부산 부산진구 전포동 334-44,051-622-7736,35.1553485785214,129.067478259407,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=0m
saengdal-namgu-daeyeon-milmyeon,대연밀면,true,남구,밀면,16697877,부산 남구 천제등로 55 1층,0507-1355-6120,35.132813,129.0889647,16697877,대연밀면,부산 남구 천제등로 55,부산 남구 대연동 894-11,,35.1313369148308,129.08981015241,SAME_PLACE_ADDRESS_VARIANT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=180m
saengdal-saha-cheramie,쉐라미과자점,true,기타,베이커리/디저트,9842611,부산 사하구 낙동대로 238,051-208-0033,35.1017204,128.978171,9842611,1974쉐라미,부산 사하구 낙동대로 238,부산 사하구 괴정동 932-22,051-208-0033,35.09967821867789,128.99105325574047,EXACT_CURRENT,COORDINATE_MISMATCH,,0,BROADCAST_SOURCE_MISSING,COORDINATE_FIX_REVIEW,P0,dist=1166m
saengdal-sasang-peanut-bbangatgan,피넛빵앗간,true,사상,베이커리/디저트,1585286643,부산 사상구 사상로148번길 11 1층,0507-1384-4057,35.1594472,128.9889712,1585286643,피넛빵앗간,부산 사상구 사상로148번길 11,부산 사상구 괘법동 552-20,010-5820-4057,35.1595402440623,128.988071586188,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=81m
saengdal-seomyeon-dammiok,담미옥,true,남포동,한식,1712286950,부산 중구 해관로 82-1,051-710-5318,35.106232308677,129.035599508124,1712286950,담미옥,부산 중구 해관로 82-1,부산 중구 중앙동4가 60-1,,35.10623230867698,129.03559950812368,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
saengdal-ssangdungyi-doejigukbap,쌍둥이돼지국밥 본점,true,남구,돼지국밥,349525135,부산 남구 유엔평화로 35-1,051-628-7021,35.1317705503488,129.092305817468,349525135,쌍둥이돼지국밥 본점,부산 남구 유엔평화로 35-1,부산 남구 대연동 889-5,051-628-7021,35.1317705503488,129.092305817468,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=0m
saengdal-suyeong-dongyang-sarada-namcheon,동양사라다 남천본점,true,광안리,베이커리/디저트,217131038,부산 수영구 남천서로20번길 31,0507-1356-5385,35.1456234,129.1076424,217131038,동양사라다 남천본점,부산 수영구 남천서로20번길 31,부산 수영구 남천동 60-6,051-626-5385,35.1448880476534,129.107262932801,EXACT_CURRENT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=88m
saengdal-suyeong-sushibashiku,스시바시쿠,true,광안리,일식,629144469,부산 수영구 민락동 168-13,0507-1384-6223,35.1585693,129.127121,629144469,스시바시쿠,부산 수영구 광안해변로255번길 45,부산 수영구 민락동 168-13,,35.1569711996097,129.120812183907,EXACT_CURRENT,COORDINATE_MISMATCH,,0,BROADCAST_SOURCE_MISSING,COORDINATE_FIX_REVIEW,P0,dist=588m
saengdal-yeongdo-sato-bunsik,사또분식,true,영도,분식/길거리,9808354,부산 영도구 절영로35번길 39,051-415-3764,35.0905236,129.0412957,9808354,사또분식,부산 영도구 절영로35번길 37,부산 영도구 대교동2가 178-3,051-415-3764,35.0906183194013,129.041186690822,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=14m
saengdal-yeonje-gukje-milmyeon,국제밀면 본점,true,연제,밀면,25041331,부산 연제구 중앙대로1235번길 23-6,051-501-5507,35.1972883,129.0783596,25041331,국제밀면 본점,부산 연제구 중앙대로1235번길 23-6,부산 연제구 거제동 242-23,051-501-5507,35.19696537578578,129.07782246241635,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=60m
saengsaeng-sasang-jurye-suyuk-kalguksu,주례수육칼국수 2호점,true,사상,한식,1664107638,부산 사상구 가야대로 290-18,,35.149902,128.9876402,1664107638,주례수육칼국수 2호점,부산 사상구 가야대로 290-18,부산 사상구 주례동 509-9,0502-5553-2589,35.1496672386386,129.004675664087,EXACT_CURRENT,COORDINATE_MISMATCH,PHONE_BACKFILL_READY,0,BROADCAST_SOURCE_MISSING,COORDINATE_FIX_REVIEW,P0,dist=1513m
samdae-haeundae-wonjo-halmae-gukbap,해운대원조할매국밥,true,해운대,한식,367285394,부산 해운대구 구남로21번길 27,051-731-1962,35.1627301,129.1609919,367285394,해운대원조할매국밥,부산 해운대구 구남로21번길 33,부산 해운대구 우동 611-4,051-746-0387,35.163301573016895,129.1613417627714,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=71m
samdae-seomyeon-gijang-son-kalguksu,기장손칼국수,true,서면,한식,11495457,부산 부산진구 서면로 56,051-806-6832,35.1507871,129.0580262,11495457,기장손칼국수,부산 부산진구 서면로 56,부산 부산진구 부전동 256-6,051-806-6832,35.1555085142181,129.058300343603,EXACT_CURRENT,COORDINATE_MISMATCH,,0,BROADCAST_SOURCE_MISSING,COORDINATE_FIX_REVIEW,P0,dist=525m
samdae-seomyeon-wonjo-halmae-nakji,원조할매낙지,true,서면,한식,8035148,부산 부산진구 골드테마길 10,051-643-5037,35.1431201,129.0600424,8035148,원조할매낙지,부산 부산진구 골드테마길 10,부산 부산진구 범천동 837-43,051-643-5037,35.1421219238805,129.060144166702,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=111m
samdaecheonwang-shinbalwon,신발원,true,기타,중식,8407645,부산광역시 동구 대영로243번길 62,051-467-0177,35.114819,129.0387077,8407645,신발원,부산 동구 대영로243번길 62,부산 동구 초량동 561-1,051-463-0177,35.11481502493382,129.03871169461524,EXACT_CURRENT,EXACT_CURRENT,,1,,NO_ACTION,P3,dist=1m
sokssiwonhan-daegutang-haeundae,속씨원한 대구탕 해운대 본점,true,해운대,해산물,13299874,부산 해운대구 해운대로570번길 11 2층,051-731-4222,35.1608423303813,129.155427961245,13299874,속씨원한 대구탕 해운대 본점,부산 해운대구 해운대로570번길 11,부산 해운대구 우동 643-5,051-731-4222,35.16084233038125,129.1554279612453,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=0m
subyeon-choego-doejigukbap-minrak,수변최고돼지국밥 민락본점,true,광안리,돼지국밥,14635779,부산 수영구 광안해변로370번길 9-32,051-754-9222,35.159452,129.13225,14635779,수변최고돼지국밥 민락본점,부산 수영구 광안해변로370번길 9-32,부산 수영구 민락동 110-54,051-754-9222,35.1566734914386,129.134270167499,EXACT_CURRENT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=357m
sungsik-gaegeum-milmyeon,개금 밀면 본점,true,서면,밀면,1300578239,부산 부산진구 가야대로 784,051-345-6789,35.1543,129.0541,,,,,,,,PLACE_LOOKUP_FAILED,PLACE_LOOKUP_FAILED,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,Kakao 매칭 실패
sungsik-gwangalli-geumson-1983,금손1983,true,광안리,한식,855139094,부산 수영구 수영로680번길 54 1층,,35.1662117,129.1167741,855139094,금손1983,부산 수영구 수영로680번길 54,부산 수영구 광안동 77-27,051-711-1983,35.1660262281294,129.117913176403,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,PHONE_BACKFILL_READY,0,BROADCAST_SOURCE_MISSING,PHONE_BACKFILL,P2,dist=103m
sungsik-gwangalli-haejin-anago,해진아나고,true,광안리,회/해산물,22205150,부산 수영구 광서로10번길 47,,35.1662798250885,129.113920816396,22205150,해진아나고,부산 수영구 광서로10번길 47,부산 수영구 광안동 1075-3,010-8599-1090,35.16627982508849,129.11392081639607,EXACT_CURRENT,EXACT_CURRENT,PHONE_BACKFILL_READY,0,BROADCAST_SOURCE_MISSING,PHONE_BACKFILL,P2,dist=0m
sungsik-gwangalli-jinmi-eonyang-bulgogi,진미언양불고기,true,광안리,고기,8093058,부산 수영구 남천바다로33번길 7,051-753-1632,35.1516753,129.1163562,8093058,진미언양불고기,부산 수영구 남천바다로33번길 7,부산 수영구 광안동 203-21,051-753-1632,35.148877141910845,129.11410682577198,EXACT_CURRENT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=369m
sungsik-nampodong-jungang-gomtang,중앙곰탕,true,남포동,한식,16035745,부산 중구 충장대로9번길 9 동영빌딩지하,0507-1396-4117,35.1029,129.0359,10795079,중앙곰탕,부산 중구 충장대로9번길 9,부산 중구 중앙동4가 88-18,051-469-4117,35.106111028005785,129.03734668670725,SAME_PLACE_ADDRESS_VARIANT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,Kakao 검색 id≠db_place_id(이름매칭) / dist=379m
sungsik-seomyeon-yanggopchang,문화양곱창,true,서면,한식,8988183,부산 부산진구 지게골로 75,051-345-0001,35.1601,129.0571,8988183,문화양곱창,부산 부산진구 가야대로784번길 56-8,부산 부산진구 부전동 519-18,051-804-5140,35.1550308363705,129.056712633763,ADDRESS_MISMATCH,COORDINATE_MISMATCH,,0,BROADCAST_SOURCE_MISSING,ADDRESS_FIX_REVIEW,P0,dist=564m
tzuyang-gangseo-samseong-galmijogae,삼성갈미조개,true,기타,회/해산물,21843973,부산 강서구 르노삼성대로 602 2층,051-271-0722,35.1015547859128,128.929184376214,21843973,삼성갈미조개,부산 강서구 르노삼성대로 602,부산 강서구 명지동 1532-14,051-271-0722,35.1015547859128,128.929184376214,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=0m
tzuyang-gwangalli-darijip,다리집,true,광안리,분식/길거리,8849564,부산 수영구 남천바다로10번길 70 101호,,35.1465000685725,129.110686983241,8849564,다리집 본점,부산 수영구 남천바다로10번길 70,부산 수영구 남천동 29-4,,35.14650006857246,129.11068698324127,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,PHONE_NOT_AVAILABLE,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=0m
tzuyang-haeundae-chopilsal,초필살돼지구이 해운대본점,true,해운대,고기,27485287,부산 해운대구 마린시티3로 23 벽산E오렌지프라자 A동 107호,051-747-5571,35.156337,129.1468,27485287,초필살돼지구이 본점,부산 해운대구 마린시티3로 23,부산 해운대구 우동 1435,051-747-5571,35.15633667920038,129.14679979835628,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=0m
tzuyang-haeundae-ppalgan-tteokbokki,빨간떡볶이,true,해운대,분식/길거리,20522414,부산 해운대구 우동1로20번가길 4 1층,051-743-2814,35.1666923,129.1583341,20522414,빨간떡볶이,부산 해운대구 우동1로20번길 74,부산 해운대구 우동 552-2,051-743-2814,35.16553238654025,129.160506443788,SAME_PLACE_ADDRESS_VARIANT,SAME_PLACE_ADDRESS_VARIANT,,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,dist=232m
tzuyang-haeundae-sanggukine,상국이네,true,해운대,분식/길거리,9089301,부산 해운대구 구남로41번길 40-1 (해운대전통시장),,35.162016169133,129.162876930959,9089301,상국이네,부산 해운대구 구남로41번길 40-1,부산 해운대구 중동 1394-42,051-742-9001,35.162016169133,129.16287693095907,SAME_PLACE_ADDRESS_VARIANT,EXACT_CURRENT,PHONE_BACKFILL_READY,0,BROADCAST_SOURCE_MISSING,PHONE_BACKFILL,P2,dist=0m
tzuyang-nampo-ijaemo-pizza,이재모피자 본점,true,남포동,양식,10070964,부산 중구 광복중앙로 31,051-255-9494,35.102042,129.030747,10070964,이재모피자 본점,부산 중구 광복중앙로 31,부산 중구 신창동1가 2-1,051-255-9494,35.10204215079571,129.030747190728,EXACT_CURRENT,EXACT_CURRENT,,2,,NO_ACTION,P3,dist=0m
tzuyang-nampo-ssiat-hotteok,남포동 씨앗호떡,true,남포동,분식/길거리,26889472,부산 중구 광복로 56,,35.0981,129.0307,,,,,,,,PLACE_LOOKUP_FAILED,PLACE_LOOKUP_FAILED,PHONE_LOOKUP_FAILED,0,BROADCAST_SOURCE_MISSING,SOURCE_BACKFILL,P2,Kakao 매칭 실패
